robinho	19840125	1.72	66			12182	robinho	
fernando	19830921	1.81	91			798	fernando cavenaghi	
simic	19751112	1.8	81			12335	dario simic	
xavi	19800125	1.68	67			2378	xavi	
miguel	19860511	1.8	76			1857	miguel veloso	
g. naysmith	19781116	1.73	103			633	gary naysmith	
butt	19750121	1.77	83			11203	nicky butt	
b. jankovic		1.85	80			12336	bosko jankovic	
john ruddy	19861024	1.93	97			2721	john ruddy	
klasnic	19800129	1.82	63			12313	ivan klasnic	
spector	19860301	1.83	80			10978	jonathan spector	
carlos	19860205	1.73	84			12396	carlos villanueva	
fabrice	19880406	1.85	74			1393	fabrice muamba	
tomasz	19820320	1.9	65			2536	tomasz kuszczak	
morgan	19770326	1.9	80			1239	morgan de sanctis	
phil	19820817	1.8	80			9574	phil jagielka	
richard	19790921	1.85	88			12028	richard dunne	
j. reyes	19830901	1.75	71			12314	jose antonio reyes	
sahin	19880509	1.79	65			12337	nuri sahin	
steinsson	19820109	1.83	70			12315	gretar rafn steinsson	
steven pienaar	19820317	1.76	59			11238	steven pienaar	
paul	19810515	1.78	69			11064	paul konchesky	
d. weir	19700510	1.93	81			12397	david weir	
leon	19830423	1.86	81			9807	leon andreasen	
tom heaton	19860415	1.85	94			7150	tom heaton	
n. shorey	19810219	1.75	68			11314	nicky shorey	
harper	19750314	1.88	81			5915	steve harper	
j. roberts	19780125	1.7	79			12316	jason roberts	
gary	19750218	1.8	83			6904	gary neville	
hargreaves	19810120	1.8	73			1317	owen hargreaves	
nuno gomes	19760705	1.8	59			5517	nuno gomes	
n. zigic		2.02	63			12340	nikola zigic	
dwight	19711103	1.78	78			5392	dwight yorke	
tobias linderoth	19790421	1.75	69			5368	tobias linderoth	
kolo	19810319	1.78	92			12277	kolo toure	
charisteas	19800209	1.9	82			12169	angelos charisteas	
salas	19741224	1.73	73			3634	marcelo salas	
david	19860108	1.73	67			12230	david silva	
a. gardner	19800919	1.96	86			5791	anthony gardner	
m. jansen	19850411	1.91	72			8022	marcell jansen	
thomas	19830323	1.78	74			8595	jerome thomas	
fernando	19860410	1.78	66			8240	fernando gago	
olivier kapo	19800927	1.87	78			5460	olivier kapo	
tony hibbert	19810220	1.73	70			10195	tony hibbert	
steve finnan	19760420	1.78	76			9989	steve finnan	
giles	19880805	1.85	78			10435	giles barnes	
omar	19800304	1.74	71			11938	omar bravo	
behrami	19850419	1.84	72			6434	valon behrami	
kim	19820824	1.82	92			12240	kim kallstrom	
zabaleta	19850116	1.74	70			6750	pablo zabaleta	
p. degen	19830215	1.84	67			46	philipp degen	
kitson	19800121	1.91	70			5604	dave kitson	
s. diao	19770210	1.84	78			8041	salif diao	
e. nevland	19771110	1.77	73			362	erik nevland	
m. hanke	19831105	1.84	99			8450	mike hanke	
hughes	19791108	1.83	71			8647	aaron hughes	
fabian	19790530	1.82	75			507	fabian ernst	
f. bobic	19711030	1.85	77			10467	fredi bobic	
nicklas	19880116	1.91				2736	nicklas bendtner	
patrick kluivert	19760701	1.88	81			4301	patrick kluivert	
v. iaquinta	19791121	1.85	77			8982	vincenzo iaquinta	
warner	19740511	1.93	87			7102	tony warner	
m. cassetti	19770529	1.87	77			1507	marco cassetti	
friedrich	19790529	1.85	76			2058	arne friedrich	
ivica olic	19790914	1.82	64			12341	ivica olic	
i. amanatidis	19811203	1.8	99			3624	ioannis amanatidis	
aliadiere	19830330	1.8	83			12244	jeremie aliadiere	
deco	19770827	1.74	73			12184	deco	
marchena	19790731	1.83	78			3408	carlos marchena	
danny simpson	19870104	1.73	75			11152	danny simpson	
d. jarolim	19790517	1.72	92			12246	david jarolim	
drogba	19780311	1.8	74			2725	didier drogba	
carlo nash	19730913	1.96	79			5022	carlo nash	
samuel	19780322	1.79	92			12231	walter samuel	
ronaldinho	19800321	1.76	71			12185	ronaldinho	
gary	19800131	1.88	83			155	gary doherty	
mills	19770518	1.8	74			12219	danny mills	
s. ireland	19880822	1.83	103			9723	stephen ireland	
renan	19850124	1.84	82			8091	renan	
darron	19871025	1.83	78			3711	darron gibson	
p. mertesacker	19840929	1.96	60			6335	per mertesacker	
gordon	19821231	1.93	91			7974	craig gordon	
stefan	19820816	2.02	86			5411	stefan maierhofer	
fagan	19821211	1.76	74			11759	craig fagan	
marcel	19680907	1.85	85			4047	marcel desailly	
rafinha	19850907	1.72	71			12187	rafinha	
solano	19741212	1.73	67			784	nolberto solano	
paul mcshane	19860106	1.96	61			12368	paul mcshane	
titus	19810721	1.85	95			9936	titus bramble	
andrea	19790519	1.77	103			1025	andrea pirlo	
m. jankulovski	19770509	1.84	66			2426	marek jankulovski	
nigel quashie	19780720	1.83	78			10851	nigel quashie	
rodwell	19910311	1.85	59			8874	jack rodwell	
vaart	19830211	1.75	70			1081	rafael van der vaart	
jamie	19801130	1.91	91			4798	jamie ashdown	
taarabt	19890524	1.8	76			6912	adel taarabt	
maicon	19810726	1.84	77			12189	maicon	
i. afellay	19860402	1.8	68			10852	ibrahim afellay	
nelsen	19771018	1.85	84			6155	ryan nelsen	
tainio	19791127	1.75	69			3794	teemu tainio	
saha	19780808	1.8	74			216	louis saha	
carlton	19831112	1.91	84			4439	carlton cole	
l. osman	19810517	1.73	62			2771	leon osman	
ballack	19760926	1.89	77			1001	michael ballack	
zambrotta	19770219	1.81	76			1675	gianluca zambrotta	
kevin doyle	19830918	1.8	80			7213	kevin doyle	
ferdinand	19850218	1.83	74			10324	anton ferdinand	
forssell	19810315	1.85	80			2118	mikael forssell	
buffon	19780128	1.88	84			3254	gianluigi buffon	
s. giannakopoulos	19740712	1.72	68			3078	stelios giannakopoulos	
jermaine jones	19811103	1.84	66			11942	jermaine jones	
ledley king	19801012	1.88	85			4254	ledley king	
ferguson	19780202	1.8	74			604	barry ferguson	
a. begovic	19870620	1.96	98			12342	asmir begovic	
mido	19830223	1.81	81			12399	mido	
j. kamper	19830503	1.85	94			4433	jonas kamper	
heiko	19830814	1.9	90			276	heiko westermann	
logan	19880129	1.85	72			5459	shaleum logan	
mannone	19880302	1.83	73			9048	vito mannone	
a. reid	19820729	1.7	75			12233	andy reid	
andreas ivanschitz	19831015	1.79				417	andreas ivanschitz	
s. warnock	19811212	1.7	77			3311	stephen warnock	
scott	19801013	1.7	60			3150	scott parker	
ki-hyeon	19790108	1.84	73			4130	seol ki-hyeon	
lee	19870209	1.85	98			7126	lee martin	
victor anichebe	19880423	1.85	80			10361	victor anichebe	
mirko		1.86	76			12343	mirko vucinic	
anthony stokes	19880725	1.8	94			12369	anthony stokes	
tomasz	19900102	1.8	76			6835	tomasz kupisz	
m. amelia	19820402	1.9	88			2925	marco amelia	
d. dunn	19791227	1.78	78			7345	david dunn	
carroll	19770930	1.88	80			7875	roy carroll	
mikel arteta	19820326	1.79	74			2098	mikel arteta	
jong	19841130	1.74	72			4589	nigel de jong	
rio	19781107	1.88	77			1367	rio ferdinand	
g. kelly	19660803	1.8	85			6333	gary kelly	
j. simpson	19881227	1.8	84			7686	jay simpson	
g. caldwell	19820412	1.8	64			12415	gary caldwell	
tomas	19801004	1.78	90			12372	tomas rosicky	
antoine	19740805	1.88	80			5574	antoine sibierski	
bouma	19780615	1.79	83			2831	wilfred bouma	
m. ball	19791002	1.78	81			11550	michael ball	
d. wheater	19870214	1.96	70			1431	david wheater	
s. carson	19850903	1.91	86			2311	scott carson	
johnson	19870714	1.75	62			12373	adam johnson	
d. ashton	19831124	1.85	88			8641	dean ashton	
thierry	19770817	1.85	67			7349	thierry henry	
erik	19781111	1.79	68			5055	erik edman	
moustapha	19830601	1.8	88			7842	moustapha salifou	
griffin	19790307	1.75	68			11913	andy griffin	
giuseppe rossi	19870201	1.75	71			5319	giuseppe rossi	
wayne	19851024	1.78	78			4690	wayne rooney	
esteban	19800818	1.78	73			9766	esteban cambiasso	
koumas	19790925	1.78	70			6470	jason koumas	
a. jazic	19760227	1.77	86			12344	ante jazic	
maik taylor	19710904	1.93	90			3673	maik taylor	
meira	19780605	1.88	77			2340	fernando meira	
t. gekas	19800523	1.79	76			12173	theofanis gekas	
gareth bale	19890716	1.83	102			12405	gareth bale	
tomas	19780324	1.85	99			12375	tomas ujfalusi	
ben	19870101	1.83	100			12118	ben alnwick	
papa	19780128	1.74	88			5496	papa bouba diop	
a. meite	19801006	1.85	68			12252	abdoulaye meite	
ferreira	19790118	1.82	72			12222	paulo ferreira	
thomas sorensen	19760612	1.93	72			12283	thomas sorensen	
rory	19760706	1.83	81			7567	rory delap	
gilberto silva	19761007	1.84	64			11218	gilberto silva	
s. wright-phillips	19811025	1.68	64			11045	shaun wright-phillips	
f. cannavaro	19730913	1.76	75			9240	fabio cannavaro	
m. laursen	19770226	1.88	93			4825	martin laursen	
mark	19751009	1.88	65			9566	mark viduka	
martin petrov	19790115	1.8	76			12174	martin petrov	
h. camara	19770510	1.76	67			8113	henri camara	
commons	19830830	1.68	61			10036	kris commons	
zhirkov	19830820	1.78	71			5200	yuri zhirkov	
m. stekelenburg	19820922	1.97	98			9001	maarten stekelenburg	
i. turner	19840126	1.93	80			10134	iain turner	
halil	19821208	1.84	82			12345	halil altintop	
ryan	19861219	1.85	68			2678	ryan babel	
danijel	19811202	1.72	93			12346	danijel pranjic	
phil	19770121	1.8	98			5951	phil neville	
e. eboue	19830604	1.78	183			12376	emmanuel eboue	
robert kovac	19740406	1.82	76			12377	robert kovac	
chris kirkland	19810502	1.98	84			2519	chris kirkland	
robert	19731029	1.85	78			12284	robert pires	
roman	19840329	1.89	92			10347	roman kienast	
laurent robert	19750521	1.76	83			10320	laurent robert	
lauren	19770119	1.88	71			12200	lauren	
n. pamarot	19790414	1.88	83			12256	noe pamarot	
stankovic		1.81	96			12347	dejan stankovic	
senderos	19850214	1.91	84			12407	philippe senderos	
petrov	19790705	1.78	77			12258	stilian petrov	
mart	19720203	1.93	61			2114	mart poom	
anderson	19880723	1.97	64			12378	paul anderson	
fabio	19771128	1.85	63			3385	fabio grosso	
steve mandanda	19850328	1.85	79			9042	steve mandanda	
heurelho gomes	19810215	1.92	79			5440	heurelho gomes	
luke moore	19860213	1.8	76			4070	luke moore	
d. benaglio	19830908	1.89	78			8218	diego benaglio	
jonny	19880103	1.88	77			12223	jonny evans	
murphy	19830315	1.83	82			3026	daryl murphy	
gilardino	19820705	1.73	66			8144	alberto gilardino	
radostin	19740730	1.78	60			9840	radostin kishishev	
frings	19761122	1.82	80			7370	torsten frings	
reid	19810310	1.85	83			1497	steven reid	
lee	19770103	1.76	66			8819	lee bowyer	
daniel	19820525	1.84	85			9068	daniel braaten	
l. modric	19850909	1.73	65			12318	luka modric	
lewis	19840719	1.91	64			3806	lewis price	
cuauhtemoc	19730117	1.77	85			12288	cuauhtemoc blanco	
a. niemi	19720531	1.85	88			5274	antti niemi	
g. gattuso	19780109	1.76	103			11619	gennaro gattuso	
brede hangeland	19810620	1.94	83			11540	brede hangeland	
isaksson	19811003	1.97	79			6078	andreas isaksson	
kieran richardson	19841021	1.75	69			11287	kieran richardson	
ricardo carvalho	19780518	1.83	81			10548	ricardo carvalho	
darren	19840206	1.8	73			9963	darren bent	
jerzy dudek	19730323	1.87	78			1684	jerzy dudek	
hunt	19810801	1.7	62			4558	stephen hunt	
andrews	19800913	1.8	72			11979	keith andrews	
greening	19790102	1.8	76			1673	jonathan greening	
grygera	19800514	1.74	79			12319	zdenek grygera	
arca	19810131	1.78	73			6374	julio arca	
sean davis	19790920	1.78	61			8367	sean davis	
mladen		1.91	65			12349	mladen krstajic	
albiol	19850904	1.88	100			903	raul albiol	
alonso	19811125	2.03	75			10271	xabi alonso	
tranquillo	19850522	1.76	62			4661	tranquillo barnetta	
t. walcott	19890316	1.76	68			11608	theo walcott	
a. basinas	19760104	1.75	76			398	angelos basinas	
gamberini	19810827	1.85	78			9967	alessandro gamberini	
niculae		1.85	80			11384	marius niculae	
ryan taylor	19840819	1.73	67			2636	ryan taylor	
robin	19830806	1.83	71			12320	robin van persie	
scholes	19741116	1.7	75			7779	paul scholes	
tony	19870107	1.78	74			7146	tony stokes	
campbell	19740918	1.88	183			8848	sol campbell	
kieron dyer	19781229	1.7	60			2787	kieron dyer	
b. foster	19830403	1.93	79			2505	ben foster	
k. boulahrouz	19811228	1.81	79			5187	khalid boulahrouz	
neil clement	19781003	1.83	78			6131	neil clement	
rafael marquez	19790213	1.82	75			12259	rafael marquez	
k. campbell	19700204	1.75	86			5874	kevin campbell	
joan	19780203	1.8	78			4077	joan capdevila	
james	19880714	1.8	59			12412	james vaughan	
randall	19890928	1.77	82			12384	mark randall	
rommedahl	19780722	1.77	85			8400	dennis rommedahl	
f. morientes	19760405	1.84	79			10524	fernando morientes	
ludovic magnin	19790420	1.85	95			1016	ludovic magnin	
hartley	19761019	1.78	67			9642	paul hartley	
nick barmby	19740211	1.7	71			1882	nick barmby	
d. tosic		1.85	72			12350	dusko tosic	
k. kaladze	19780227	1.86	76			12195	kakhaber kaladze	
akinfeev	19860408	1.84	66			4544	igor akinfeev	
joey barton	19820902	1.75	85			9515	joey barton	
j. brown	19820518	1.8	84			4974	jason brown	
florent malouda	19800613	1.81	73			9180	florent malouda	
e. heskey	19780111	1.88	84			1057	emile heskey	
bastian schweinsteiger	19840801	1.8	76			7333	bastian schweinsteiger	
k. kuranyi	19820302	1.88	78			12290	kevin kuranyi	
tim cahill	19791206	1.78	63			1205	tim cahill	
sergio	19880602	1.72	74			12291	sergio aguero	
primus	19730914	1.83	89			7085	linvoy primus	
c. folan	19821026	1.85	81			5290	caleb folan	
adebayor	19840226	1.9	75			9184	emmanuel adebayor	
jesper	19770812	1.87	89			12260	jesper gronkjaer	
michal zewlakow	19760422	1.83	79			12352	michal zewlakow	
m. almunia	19770519	1.9	80			2809	manuel almunia	
fabio quagliarella	19830131	1.82	73			8137	fabio quagliarella	
howard	19790306	1.87	74			5146	tim howard	
mellberg	19770903	1.94	82			12234	olof mellberg	
joe	19870419	1.91	83			6881	joe hart	
bobby	19810116	1.83	85			12053	bobby zamora	
t. krul	19880403	1.9	75			10757	tim krul	
s. distin	19771216	1.92	65			5927	sylvain distin	
gresko	19770724	1.83	73			12295	vratislav gresko	
craig gardner	19861125	1.8	76			924	craig gardner	
didier	19801214	1.79	64			3190	didier zokora	
j. litmanen	19710220	1.83	81			10675	jari litmanen	
ricardo	19861001	1.88	67			12296	ricardo vaz te	
christian	19731023	1.83	81			635	christian dailly	
cristiano ronaldo	19850205	1.84	74			12235	cristiano ronaldo	
fabregas	19870504	1.77	69			12297	cesc fabregas	
a. turan	19870130	1.76	72			7887	arda turan	
roman shirokov	19810706	1.87	83			9004	roman shirokov	
krzynowek	19760515	1.8	73			12298	jacek krzynowek	
liam ridgewell	19840721	1.78	65			3159	liam ridgewell	
jaroslaw	19871017	1.88	91			12321	jaroslaw fojut	
danny	19770318	1.75	67			4537	danny murphy	
johnson	19880303	1.67	79			10601	michael johnson	
knight	19800502	1.98	86			10291	zat knight	
m. lewandowski	19790518	1.85	94			8172	mariusz lewandowski	
d. gosling	19900202	1.78	70			7810	dan gosling	
miller	19810213	1.75	70			7497	liam miller	
juliano	19760620	1.79	74			6792	juliano belletti	
cygan	19740429	1.92	95			998	pascal cygan	
simunic	19780218	1.95	89			12323	josip simunic	
ali	19811230	1.94	85			12300	ali al habsi	
d. jensen	19790625	1.79	183			2044	daniel jensen	
lee	19740228	1.77	90			5571	lee carsley	
david	19700801	1.96	90			9682	david james	
kasper schmeichel	19861105	1.81	78			1682	kasper schmeichel	
peter	19810130	2.01	75			10311	peter crouch	
alan stubbs	19711006	1.88	69			4684	alan stubbs	
g. bronckhorst	19750205	1.75	72			8291	giovanni van bronckhorst	
gabriel	19780419	1.78	72			9410	gabriel heinze	
mccartney	19810429	1.83	82			1925	george mccartney	
hakan	19770222	1.8	79			10489	hakan yakin	
david	19750502	1.83	88			9779	david beckham	
craig	19790713	1.75	74			2306	craig bellamy	
bullard	19781023	1.78	73			6136	jimmy bullard	
mendes	19790226	1.77	78			8006	pedro mendes	
ricardo	19800330	1.73	68			2232	ricardo osorio	
mathieu flamini	19840307	1.78	183			10551	mathieu flamini	
ebi smolarek	19810109	1.76	97			12356	ebi smolarek	
g. pique	19870202	1.91	81			12301	gerard pique	
jermaine	19830115	1.68	65			1880	jermaine pennant	
c. tevez	19840205	1.68	87			12302	carlos tevez	
hreidarsson	19740711	1.85	83			12357	hermann hreidarsson	
matteo	19740428	1.85	75			9183	dominic matteo	
michael	19880108	1.83	74			4772	michael mancienne	
vassell	19800613	1.7	76			9947	darius vassell	
n. anelka	19790314	1.84	77			2946	nicolas anelka	
martin	19751006	1.79	70			12303	martin jorgensen	
riccardo	19850118	1.81	87			5240	riccardo montolivo	
a. diarra	19810715	1.9	102			9011	alou diarra	
paul	19810404	1.74	69			4777	paul codrea	
routledge	19850107	1.71	67			5031	wayne routledge	
paul	19771018	1.81	80			9799	paul stalteri	
mark	19721006	1.96	85			12236	mark schwarzer	
cahill	19851219	1.88	79			9473	gary cahill	
robert	19840818	1.87	77			8849	robert huth	
abel	19721130	1.88	63			2478	abel xavier	
simon davies	19791023	1.78	72			11976	simon davies	
r. kingson	19780613	1.82	86			320	richard kingson	
per	19790731	1.95	85			12263	per kroldrup	
l. cattermole	19880321	1.78	76			9848	lee cattermole	
damien	19781118	1.75	89			6840	damien johnson	
smith	19801028	1.75	74			8540	alan smith	
c. davenport	19830101	1.93	103			171	calum davenport	
rossi	19840724	1.84	78			3262	daniele de rossi	
lindfield	19880907	1.83	80			1414	craig lindfield	
yoann gourcuff	19860711	1.85	86			10490	yoann gourcuff	
stipe	19790108	1.93	89			11018	stipe pletikosa	
oster	19781208	1.75	67			5268	john oster	
christian poulsen	19800228	1.82	59			1188	christian poulsen	
c. metzelder	19800511	1.92	84			8102	christoph metzelder	
alberto	19840707	1.84	70			796	alberto aquilani	
wilhelmsson	19791208	1.77	67			9587	christian wilhelmsson	
andreas granqvist	19850416	1.92	85			7761	andreas granqvist	
a. hutton	19841130	1.85	72			9978	alan hutton	
nwankwo kanu	19760801	1.93	95			4145	nwankwo kanu	
p. pardo	19760726	1.74	86			12265	pavel pardo	
giorgio chiellini	19840814	1.86	96			9887	giorgio chiellini	
dirk marcellis	19880413	1.78	75			5288	dirk marcellis	
n. kovac	19711015	1.76	71			12360	niko kovac	
l. fabianski	19850418	1.9	95			12361	lukasz fabianski	
geremi	19781220	1.79	80			12197	geremi	
steve	19790403	1.88	83			3958	steve simonsen	
c. contra	19751215	1.8	74			11368	cosmin contra	
baines	19841211	1.73	89			9960	leighton baines	
hume	19831031	1.7	71			2565	iain hume	
zhar	19860827	1.75	89			2070	nabil el zhar	
d. guthrie	19870418	1.7	73			5712	danny guthrie	
welsh	19840110	1.7	86			12388	john welsh	
noble	19870508	1.8	76			12154	mark noble	
manuel	19860205	1.75	100			11120	manuel fernandes	
healy	19790805	1.94	70			12389	david healy	
tie	19770518	1.83	100			12176	li tie	
a. piero	19741109	1.68	73			12226	alessandro del piero	
s. sinclair	19890326	1.78	64			12237	scott sinclair	
bentley	19840827	1.78	67			7144	david bentley	
justin	19841120	1.8	91			1738	justin hoyte	
simone	19770917	1.79	72			10207	simone perrotta	
kuyt	19800722	1.84	77			2449	dirk kuyt	
joleon lescott	19820816	1.88	83			12227	joleon lescott	
a. lennon	19870416	1.65	63			10986	aaron lennon	
niko kranjcar	19840813	1.85	80			12324	niko kranjcar	
mark	19880218	1.8	73			11106	mark davies	
carlos	19890301	1.77	66			8098	carlos vela	
c. chivu	19801026	2.02	78			6490	cristian chivu	
roberto abbondanzieri	19720819	1.86	83			2293	roberto abbondanzieri	
e. derdiyok	19880619	1.9	67			9212	eren derdiyok	
neill	19780309	1.85	76			2843	lucas neill	
m. senna	19760717	1.77	68			6380	marcos senna	
nani	19861117	1.75	66			12203	nani	
j. zanetti	19730810	1.78	75			2753	javier zanetti	
i. walker	19711031	1.85	83			9809	ian walker	
irving	19890917	1.78	70			5026	john irving	
w. gallas	19770817	1.85	80			10918	william gallas	
greg	19841208	1.93	64			11450	greg halford	
p. cech	19820520	1.97	87			12363	petr cech	
iker casillas	19810520	1.84	60			6650	iker casillas	
karim benzema	19871217	1.82	74			4787	karim benzema	
kenny	19791223	1.73	71			2943	kenny miller	
r. wallace	19850523	1.72	64			6122	ross wallace	
shawky	19811005	1.81	75			1625	mohamed shawky	
jermain defoe	19821007	1.7	83			6614	jermain defoe	
darren potter	19841221	1.85	76			6506	darren potter	
upson	19790418	1.85	93			34	matthew upson	
shay given	19760420	1.83	73			2552	shay given	
l. diarra	19850313	1.73	68			1725	lassana diarra	
matteo brighi	19810214	1.78	72			12047	matteo brighi	
s. taylor	19801128	1.71	78			8762	stuart taylor	
boruc	19800220	1.93	89			2107	artur boruc	
j. hesselink	19781107	1.9	66			4755	jan vennegoor of hesselink	
james beattie	19780227	1.85	76			12410	james beattie	
tomasson	19760829	1.8	99			12228	jon dahl tomasson	
ricardo	19780925	1.75	70			3999	ricardo gardner	
carragher	19780128	1.85	78			12238	jamie carragher	
lee cook	19820803	1.75	84			6717	lee cook	
m. arnautovic	19890419	1.92	83			12326	marko arnautovic	
k. kilbane	19770201	1.83	86			7890	kevin kilbane	
pizarro	19781003	1.79	75			6314	claudio pizarro	
nowotny	19740111	1.84	87			2025	jens nowotny	
kelly	19830906	1.67	183			12411	stephen kelly	
ibrahimovic	19811003	1.92	84			12364	zlatan ibrahimovic	
nicola	19761020	1.19	73			7225	nicola legrottaglie	
samir	19870626	1.78	66			1701	samir nasri	
l. young	19790719	1.83	78			12391	luke young	
david rozehnal	19800705	1.91	94			2183	david rozehnal	
marko marin	19890313	1.68	61			8748	marko marin	
bjarni vidarsson	19880305	1.85	73			12327	bjarni vidarsson	
jose reina	19820831	1.88	84			12269	jose reina	
s. govou	19790724	1.75	66			3743	sidney govou	
m. bates	19861210	1.78	71			2789	matthew bates	
olivier	19740925	1.78	71			1665	olivier dacourt	
p. pasanen	19800924	1.85	81			1720	petri pasanen	
young	19850709	1.75	88			12229	ashley young	
glen johnson	19840823	1.83	60			295	glen johnson	
hugo viana	19830115	1.78	74			255	hugo viana	
milan	19811028	1.83	78			12328	milan baros	
henrik	19710920	1.75	71			11294	henrik larsson	
bridge	19800805	1.78	75			12239	wayne bridge	
r. taylor	19900407	1.88	80			10998	rhys taylor	
david	19770606	1.73	98			636	david connolly	
